Text|Rating|Votes|J/N
Chuck Norris has won the lifetime achievement award...twice.|3.83|41|
"Elvis Presley, Richard Petty, Budweiser, and Michael Jackson all call Chuck Norris ""The King""."|3.82|76|
Chuck Norris enters the Matrix with administrator as username.|3.82|38|
The reason the Holy Grail has never been recovered is because nobody is brave enough to ask Chuck Norris to give up his favorite coffee mug.|3.82|34|
Chuck Norris mathematically proved that the bird is the word.|3.82|34|
Chuck Norris would never have a heart attack because his heart is not nearly foolish enough to attack him.|3.82|33|
If you work in an office with Chuck Norris, don't ask him for his 3 hole punch.|3.82|33|
Chuck Norris can arrange his skittles in alphabetical order.|3.82|33|
When Chuck Norris arrived at my birthday party the candles blew themselves out.|3.82|33|
"When the waitress asks Chuck Norris how he would like his eggs he replies, ""As they're hatching."""|3.82|28|
Chuck Norris does not need Twitter. He is already following you.|3.82|28|
"When Chuck Norris proposed to his wife, she replied, ""When pigs fly."" So Chuck Norris made pigs fly and they got married."|3.82|22|
Chuck Norris doesn't take a stand for or against gays in the military. Instead, he makes whole armies feel gay compared to his fearsome masculinity.|3.82|22|
When Chuck Norris throw a boomerang, it's afraid to return.|3.82|22|
Chuck Norris uses hippies as fire wood.|3.82|22|
What goes around comes around, except when it sees Chuck Norris it keeps going and never comes around again.|3.82|22|
When Chuck Norris played scary maze games, the face was too scared to pop up.|3.82|22|
Chuck Norris' shadow is 3D.|3.82|22|
Most kids are afraid of the mouse at Chuckie cheese because they are afraid that it is Chuck Norris in disguise.|3.82|17|
Chuck Norris gives beer a hangover.|3.82|17|
Chuck Norris can make a boomerang come back without throwing it.|3.82|17|
"Some people get ""thrown under the bus"", the bus gets thrown under Chuck Norris."|3.82|17|
Once Mike Tyson punched Chuck Norris so hard in the nuts. Mike Tyson needed major surgery.|3.82|11|
Chuck Norris never dies, he's just waiting to re-spawn.|3.82|11|
Chuck Norris can hit a bull in the butt with a banjo.|3.82|11|
Sasquatches watch messin' with Chuck Norris commercials.|3.82|11|
Chuck Norris can eat water.|3.82|11|
Chuck Norris answers your question before you have one.|3.82|11|
When chuck Norris does division, there are no remainders.|3.82|56|
For some, the left testicle is larger than the right one. For Chuck Norris, each testicle is larger than the other one.|3.82|51|
Chuck Norris' favorite flavor of Kool-Aid is Jack Daniels.|3.82|51|
Chuck Norris doesnt reload - he continues.|3.82|51|
911 calls Chuck Norris for help.|3.82|50|
If you give a man a fish, he will eat for a day. If you give Chuck Norris a fish, He will kill you with it because Chuck has no need for food, he is sustained from the blood of his enemies.|3.82|45|
Chuck Norris once killed an entire army in an hour with just a revolver. If only he had some bullets.|3.82|44|
Chuck Norris doesn't wear condoms because their is no protection against Chuck Norris.|3.81|85|
Chuck Norris once fought the Grim Reaper...thats why he's a skeleton|3.81|83|
There are no Weapons of Mass Destruction in Iraq. Chuck Norris lives in Oklahoma.|3.81|37|
Chuck Norris eats beef jerky, shits out gun powder, makes the gun powder into a bullet which he uses to shoot another cow to make more beef jerky... This is known as the circle of life.|3.81|37|
Chuck Norris once won a dogfight with an 10 - J - 10 fighter jet. Chuck was flying an air Ballon.|3.81|36|
Chuck Norris does not own a stove, oven, or microwave , because revenge is a dish best served cold.|3.81|32|
Chuck Norris favorite color is Chuck Norris.|3.81|32|
Chuck Norris' action figure has been pulled out of the market in 36 countries because it is considered a blunt weapon, not a toy.|3.81|32|
The reason the apple logo has a bite in it is because Chuck Norris was hungry.|3.81|31|
When Chuck Norris drinks beer, the beer gets drunk.|3.81|31|
Chuck Norris never takes showers; filth is too afraid to stick to him.|3.81|27|
Even Chuck Norris' enemies list him as their emergency contact.|3.81|27|
Hellen Keller's favorite color is Chuck Norris.|3.81|26|
In 1992 Chuck Norris was in a chili eating contest. Hurricane Andrews soon followed.|3.81|26|
Chuck Norris scared the Swine Flu out of pigs, that is the reason it now is infecting humans.|3.81|26|
Chuck Norris can do the monkey bars with one hand behind his back.|3.81|26|
Real men eat honey for breakfast CHUCK NORRIS chews bees.|3.81|26|
Chuck Norris can literally fart napalm.|3.81|26|
Chuck Norris can win a old fashion gun duel with out turning around.|3.81|26|
Chuck Norris can stain stainless steel.|3.81|21|
"In the dictionary, there is a picture of Chuck Norris wearing a bulletproof vest next to the word ""redundant""."|3.81|21|
When Chuck Norris was seven, he had a paper route job. There was no survivors.|3.81|21|
Chuck Norris once swallowed a cup of cinnamon. He almost coughed.|3.81|16|
There is not a single funny thing about Chuck Norris, my face learned the hard way.|3.81|16|
The Mayan's predicted that in the year 2012 someone will tell Chuck Norris to kill time.|3.81|16|
Once Chuck Norris bought a lazer pointer. 2 days later he swallowed it. When he crapped it out, it became a lightsaber.|3.81|16|
"Chuck Norris' favourite flavour of icecream is ""Radioactive""."|3.81|16|
Chuck Norris can whistle words.|3.81|16|
The only thing scarier than Chuck Norris is the fact that nothing is scarier than Chuck Norris|3.81|58|
Chuck Norris can walk up an elevator.|3.81|57|
Chuck Norris climbed Mount Everest in 15 minutes, 14 of which he spent building a snowman at the bottom.|3.81|42|
Chuck Norris can swim to Europe.... without getting wet.|3.8|93|
It took the Roman senate around 32 stabs with a knife to kill Caesar. It would take Chuck Norris about two BBs and a spork.|3.8|85|
Chuck Norris can gargle Peanut Butter.|3.8|79|
Chuck Norris has a beard because everytime he tries to shave, his hairs break the blades.|3.8|35|
If Johnny has 3 apples and Chuck Norris has 5 apples and Johnny takes 2 apples from Chuck Norris, how many apples will Chuck Norris have left? None�Chuck will eat 1 while shoving the other 7 up Johnny�s ass.|3.8|35|
Chuck Norris' left hand knows what the right hand is about to do.|3.8|30|
Chuck Norris easily won on 'Iron Chef America' by microwaving 2 ham & cheese Hotpockets. Prior to the show, he advised the judges he would provide them with thier choice of either Hotpockets or a knuckle sandwich.|3.8|30|
Chuck Norris found Waldo without opening the book.|3.8|30|
When there's a fire, you stop, drop, and roll. When there's a Chuck Norris, you stop, drop, and die.|3.8|25|
Chuck Norris doesn't pull his weeds. He pushes them back down where they came from.|3.8|25|
The Mayans predicted the day Chuck Norris loses his temper.|3.8|25|
The easiest and most painful way of suicide is to pick a fight with Chuck Norris.|3.8|20|
When Chuck Norris goes to Rome, the Romans do as Chuck Norris does.|3.8|20|
One Million Persians were defeated by 300 Spartans. One Million Spartans were defeated by Chuck Norris.|3.8|20|
Chuck Norris can make 1 + 1 = 3.|3.8|20|
Moses' beard was Chuck Norris' idea.|3.8|20|
Chuck Norris beat guitar hero using an air guitar.|3.8|15|
Chuck Norris canmix his vinegar and oil.|3.8|10|
Shooting stars are caused by Chuck Norris hitting home runs.|3.8|10|
There is a bridge in Austria named the Chuck Norris Bridge. So far, 256 people have died on it.|3.8|10|
If you work in an office with Chuck Norris, don't ask him for his three-hole-punch.|3.8|10|
Chuck Norris refuses to wash his hands before returning to service.|3.8|10|
Chuck Norris once completed the London Maraton in 50 mins and for 40 of them he was streching.|3.8|10|
Chuck Norris has an iPhone 19, but says it's too last year.|3.8|10|
When Chuck Norris crosses the street, cars look both ways.|3.8|66|
God invented the world because Chuck Norris needed a punching bag.|3.8|64|
Chuck Norris doesn't bring sexy back. It's delivered to him on a silver platter.|3.8|54|
"Chuck Norris tried suing the makers of bubble tape because he thought ""6 feet of fun"" was something women referred to as his wiener."|3.79|82|
Chuck Norris� toenail clippings are used as currency in 8 countries.|3.79|39|
The temperature of hell is EXACTLY half that of Chuck Norris's sauna.|3.79|39|
Chuck Norris didn't hit puberty, he roundhouse kicked it.|3.79|39|
Most people take steroids to get buff. Chuck Norris has to take Estrogen to keep rom getting any bigger.|3.79|38|
Batman has a Chuck Norris blanket.|3.79|34|
Chuck Norris had a conversation with Hellen Keller.|3.79|33|
Chuck Norris is Lukes real father!|3.79|33|
Chuck Norris can divide by roundhouse kick.|3.79|33|
"When Chuck Norris answers the phone, he just says ""Go"". This is not permission for you to begin speaking, it is your cue to start running for your life."|3.79|33|
The universe is expanding because it's getting too small for Chuck Norris.|3.79|29|
Chuck Norris never recieved any acting awards... He was never acting.|3.79|29|
When Chuck Norris pees, The National Weather Service issues a flash flood warning for every county in the United States.|3.79|28|
When Chuck Norris walks into a church confessional, the priest starts confessing.|3.79|28|
Chuck Norris once rode a bull through a china shop. The only thing that broke was the bull.|3.79|28|
Chuck Norris is so tough, he masturbates with sand paper.|3.79|28|
Chuck Norris is better than UPS because he ALWAYS DELIVERS.|3.79|28|
Chuck Norris can take off his socks without taking off his shoes.|3.79|24|
They tried to carve Chuck Norris's head into Mount Rushmore, but the granite wasn't hard enough for his beard.|3.79|24|
Chuck Norris had a paper route when he was a kid: there were no survivors.|3.79|24|
When Chuck Norris is in Rome, they do what he does.|3.79|24|
For some people times are tough, but for Chuck Norris, he is tough on time.|3.79|24|
You know how some poeple made it down niagra falls in a barrel Chuck Norris made it up in a cardboard box.|3.79|19|
Chuck Norris can make a hole-in-one with a football.|3.79|14|
Chuck Norris can piss into the wind and remain dry.|3.79|14|
Chuck Norris once had sex with the Statue of Liberty, Captain America was born.|3.79|14|
Chuck Norris doesn't think he can dance. He knows.|3.79|14|
Chuck Norris once walked into a sauna. The sauna couldn't take the heat.|3.79|68|
Chuck Norris once broke a persons arm by kicking them in the leg.|3.79|67|
Chuck Norris can catch a fly with one chopstick.|3.79|66|
When somebody shoots Chuck Norris the bullet gets hurt.|3.79|63|
When Chuck Norris goes hunting he doesn't bring his gun. The animals commit suicide.|3.79|56|
Chuck Norris once performed heart surgery... on his own heart.|3.79|48|
When Chuck Norris plays video games, God mode instantly turns on.|3.79|47|
What Chuck Norris doesn't know, will kill you.|3.78|87|
If Chuck Norris has 10 bananas, and you take away 7, he still has 10.|3.78|37|
Chuck Norris gives Freddy Kruger nightmares.|3.78|36|
All ten of Chuck Norris' fingers are middle fingers.|3.78|36|
Zombies are waiting for the Chuck Norris apocalypse.|3.78|36|
If Chuck Norris is your friend, he will never stab you in the back. Chuck Norris will roundhouse kick you in the face.|3.78|32|
Chuck Norris can solve a Rubik's Cube with one karate chop.|3.78|27|
Jack was nimble, jack was quick, but jack couldn't dodge Chuck Norris' roundhouse kick.|3.78|27|
Fear itself fears Chuck Norris.|3.78|27|
Chuck Norris made a world record in Pole Vaulting without using a pole. |3.78|23|
It was once said that Chuck Norris killed an Alskan grizzly bear with his bare hands, and then brought it back to life.|3.78|23|
Chuck Norris once killed 100 men with nothing but half a staple held with his front teeth.|3.78|18|
Chuck Norris once stepped on a mine... He then proceeded to buy new shoes.|3.78|18|
People set farts on fire. Chuck Norris' farts set people on fire.|3.78|18|
Chuck Norris can pull handbrake turns in a boat.|3.78|9|
Chuck Norris uses dry ice in all of his drinks.|3.78|68|
Chuck Norris doesn't stub his toes. He accidentally destroys chairs, bedframes, and sidewalks.|3.78|60|
Every morning Chuck Norris eats a vitamin shake made from nails and bolts. In the evening, he craps out a toolbox.|3.78|51|
A Chuck Norris action figure has slept with more women than you.|3.78|51|
On myspace Chuck Norris has more friends than Tom.|3.78|50|
When Chuck Norris was born he thought the doctor was a terrorists and strangled him with his umbilical cord.|3.78|41|
Chuck Norris invented the internet� just so he had a place to store his porn.|3.78|41|
Stonehenge was made from Chuck Norris playing jenga.|3.78|41|
Chuck Norris uses pepper spray for eye drops, bear traps for 'brass' knuckles, and barbed wire for floss.|3.77|78|
Most babies mothers feed them formula from a bottle, when Chuck Norris was a baby his mother fed him whiskey straight from the bottle.|3.77|39|
Chuck Norris doesn't have to dream...all his dreams come true.|3.77|39|
Thunder is the sound of Chuck Norris farting.|3.77|39|
The day after Chuck Norris was born, his afterbirth enlisted as a Navy Seal.|3.77|39|
